protein_id	gene_id	gene_symbol
FBpp0089062	FBgn0032456	MRP
FBpp0089072	FBgn0032456	MRP
FBpp0089068	FBgn0032456	MRP
FBpp0089056	FBgn0032456	MRP
FBpp0089058	FBgn0032456	MRP
FBpp0089071	FBgn0032456	MRP
FBpp0089070	FBgn0032456	MRP
FBpp0312572	FBgn0032456	MRP
FBpp0089066	FBgn0032456	MRP
FBpp0089059	FBgn0032456	MRP
FBpp0089060	FBgn0032456	MRP
FBpp0089069	FBgn0032456	MRP
FBpp0089064	FBgn0032456	MRP
FBpp0089065	FBgn0032456	MRP
FBpp0089057	FBgn0032456	MRP
FBpp0089063	FBgn0032456	MRP
FBpp0089067	FBgn0032456	MRP
FBpp0089061	FBgn0032456	MRP
FBpp0079913	FBgn0027081	ThrRS
FBpp0079915	FBgn0027081	ThrRS
FBpp0079914	FBgn0027081	ThrRS
FBpp0312095	FBgn0027081	ThrRS
FBpp0084641	FBgn0039554	CG5003
FBpp0428309	FBgn0265487	mbl
FBpp0297558	FBgn0265487	mbl
FBpp0301759	FBgn0265487	mbl
FBpp0428310	FBgn0265487	mbl
FBpp0301760	FBgn0265487	mbl
FBpp0428308	FBgn0265487	mbl
FBpp0307873	FBgn0265487	mbl
FBpp0086146	FBgn0265487	mbl
FBpp0428312	FBgn0265487	mbl
FBpp0307872	FBgn0265487	mbl
FBpp0428311	FBgn0265487	mbl
FBpp0428503	FBgn0265487	mbl
FBpp0086144	FBgn0265487	mbl
FBpp0297556	FBgn0265487	mbl
FBpp0302029	FBgn0265487	mbl
FBpp0307871	FBgn0265487	mbl
FBpp0297559	FBgn0265487	mbl
FBpp0297561	FBgn0265487	mbl
FBpp0086143	FBgn0265487	mbl
FBpp0099795	FBgn0031454	HemK2
FBpp0084976	FBgn0000094	Anp
FBpp0311969	FBgn0000094	Anp
FBpp0076824	FBgn0040298	Myt1
FBpp0079346	FBgn0032066	LManIII
FBpp0309205	FBgn0032066	LManIII
FBpp0080825	FBgn0284220	Top2
FBpp0304598	FBgn0284220	Top2
FBpp0305205	FBgn0029518	CG13376
FBpp0300527	FBgn0029518	CG13376
FBpp0305204	FBgn0029518	CG13376
FBpp0112283	FBgn0050296	RIC-3
FBpp0309665	FBgn0050296	RIC-3
FBpp0071457	FBgn0050296	RIC-3
FBpp0291113	FBgn0050296	RIC-3
FBpp0291110	FBgn0050296	RIC-3
FBpp0291111	FBgn0050296	RIC-3
FBpp0112281	FBgn0050296	RIC-3
FBpp0291116	FBgn0050296	RIC-3
FBpp0301757	FBgn0050296	RIC-3
FBpp0291115	FBgn0050296	RIC-3
FBpp0291106	FBgn0050296	RIC-3
FBpp0291107	FBgn0050296	RIC-3
FBpp0071456	FBgn0050296	RIC-3
FBpp0291108	FBgn0050296	RIC-3
FBpp0291114	FBgn0050296	RIC-3
FBpp0291109	FBgn0050296	RIC-3
FBpp0291112	FBgn0050296	RIC-3
FBpp0309664	FBgn0050296	RIC-3
FBpp0301758	FBgn0050296	RIC-3
FBpp0079258	FBgn0031987	CG12375
FBpp0070530	FBgn0029645	CG14422
FBpp0301620	FBgn0086757	Golgin97
FBpp0301621	FBgn0086757	Golgin97
FBpp0086786	FBgn0086757	Golgin97
FBpp0081206	FBgn0037431	CG17917
FBpp0081848	FBgn0037873	SdhC
FBpp0307208	FBgn0037873	SdhC
FBpp0082044	FBgn0010041	GstD5
FBpp0075685	FBgn0052105	Lmx1a
FBpp0305971	FBgn0052105	Lmx1a
FBpp0088509	FBgn0036414	nan
FBpp0302810	FBgn0036414	nan
FBpp0099776	FBgn0037555	Ada2b
FBpp0306430	FBgn0037555	Ada2b
FBpp0081303	FBgn0037555	Ada2b
FBpp0078736	FBgn0031719	CG18269
FBpp0293566	FBgn0262582	cic
FBpp0306420	FBgn0262582	cic
FBpp0293564	FBgn0262582	cic
FBpp0293563	FBgn0262582	cic
FBpp0306421	FBgn0262582	cic
FBpp0293565	FBgn0262582	cic
FBpp0072446	FBgn0040291	Roc1b
FBpp0308677	FBgn0064126	CG33722
FBpp0081297	FBgn0064126	CG33722
FBpp0081295	FBgn0064126	CG33722
FBpp0311482	FBgn0064126	CG33722
FBpp0080696	FBgn0032755	CG17344
FBpp0078248	FBgn0037416	Osi9
FBpp0311720	FBgn0033048	CG7881
FBpp0085369	FBgn0033048	CG7881
FBpp0086585	FBgn0013772	Cyp6a8
FBpp0083659	FBgn0038989	CG6937
FBpp0308853	FBgn0029941	CG1677
FBpp0308852	FBgn0029941	CG1677
FBpp0292476	FBgn0029941	CG1677
FBpp0088653	FBgn0029941	CG1677
FBpp0087412	FBgn0033516	CG12898
FBpp0074320	FBgn0083228	Frq2
FBpp0305513	FBgn0083228	Frq2
FBpp0089318	FBgn0083228	Frq2
FBpp0089317	FBgn0083228	Frq2
FBpp0311345	FBgn0010424	TpnC73F
FBpp0088546	FBgn0010424	TpnC73F
FBpp0308363	FBgn0039290	CG13654
FBpp0084180	FBgn0039290	CG13654
FBpp0308364	FBgn0039290	CG13654
FBpp0310518	FBgn0260987	vtd
FBpp0112469	FBgn0260987	vtd
FBpp0086233	FBgn0053458	CG33458
FBpp0298352	FBgn0037921	Zaf1
FBpp0081927	FBgn0037921	Zaf1
FBpp0084145	FBgn0004897	fd96Ca
FBpp0308353	FBgn0004897	fd96Ca
FBpp0423266	FBgn0286877	CG46399
FBpp0071133	FBgn0030017	CG2278
FBpp0303732	FBgn0030017	CG2278
FBpp0309129	FBgn0030017	CG2278
FBpp0075038	FBgn0036691	beg
FBpp0076407	FBgn0027549	Nulp1
FBpp0306074	FBgn0027549	Nulp1
FBpp0306682	FBgn0027549	Nulp1
FBpp0304076	FBgn0038448	CG12783
FBpp0428222	FBgn0038448	CG12783
FBpp0079041	FBgn0263133	mEFG1
FBpp0084540	FBgn0039511	CG3330
FBpp0073310	FBgn0000499	dsh
FBpp0072254	FBgn0284252	Letm1
FBpp0072256	FBgn0284252	Letm1
FBpp0072255	FBgn0284252	Letm1
FBpp0288729	FBgn0035452	CG10359
FBpp0271712	FBgn0035452	CG10359
FBpp0308722	FBgn0000053	Gart
FBpp0079059	FBgn0000053	Gart
FBpp0099760	FBgn0000053	Gart
FBpp0305888	FBgn0013323	Ptth
FBpp0312335	FBgn0013323	Ptth
FBpp0312235	FBgn0013323	Ptth
FBpp0088411	FBgn0030151	CG1354
FBpp0088409	FBgn0030151	CG1354
FBpp0307859	FBgn0030151	CG1354
FBpp0088410	FBgn0030151	CG1354
FBpp0088408	FBgn0030151	CG1354
FBpp0423137	FBgn0030151	CG1354
FBpp0073203	FBgn0035572	CG13711
FBpp0071756	FBgn0034724	babos
FBpp0308622	FBgn0034724	babos
FBpp0084629	FBgn0039568	CG4815
FBpp0079663	FBgn0032208	Ufd4
FBpp0070684	FBgn0029729	CG12682
FBpp0100184	FBgn0013683	mt:ND4L
FBpp0304871	FBgn0040031	CG12061
FBpp0305882	FBgn0040031	CG12061
FBpp0085749	FBgn0053454	CG33454
FBpp0307903	FBgn0031634	Ir25a
FBpp0304756	FBgn0031634	Ir25a
FBpp0288417	FBgn0031634	Ir25a
FBpp0307902	FBgn0031634	Ir25a
FBpp0077106	FBgn0031633	Fnta
FBpp0307904	FBgn0031633	Fnta
FBpp0303937	FBgn0086254	Akr1B
FBpp0303936	FBgn0086254	Akr1B
FBpp0075869	FBgn0086254	Akr1B
FBpp0075870	FBgn0086254	Akr1B
FBpp0082910	FBgn0038532	CG14322
FBpp0303765	FBgn0038532	CG14322
FBpp0310726	FBgn0038532	CG14322
FBpp0303764	FBgn0038532	CG14322
FBpp0301101	FBgn0038163	CG10841
FBpp0082263	FBgn0038163	CG10841
FBpp0290667	FBgn0026787	Nhe1
FBpp0309335	FBgn0034379	CG15073
FBpp0085790	FBgn0034379	CG15073
FBpp0311952	FBgn0030465	CG15743
FBpp0305522	FBgn0030465	CG15743
FBpp0073586	FBgn0030465	CG15743
FBpp0080445	FBgn0086907	Cyt-c-d
FBpp0307140	FBgn0086907	Cyt-c-d
FBpp0288891	FBgn0259167	CG42272
FBpp0288892	FBgn0259167	CG42272
FBpp0111781	FBgn0011742	Arp2
FBpp0302793	FBgn0011742	Arp2
FBpp0074070	FBgn0011742	Arp2
FBpp0083876	FBgn0039091	CG10182
FBpp0081893	FBgn0042205	CG18764
FBpp0087941	FBgn0025360	Optix
FBpp0087942	FBgn0025360	Optix
FBpp0302920	FBgn0025360	Optix
FBpp0077404	FBgn0031461	daw
FBpp0307150	FBgn0031461	daw
FBpp0077405	FBgn0031461	daw
FBpp0071804	FBgn0034783	CG9825
FBpp0083184	FBgn0038706	CG3517
FBpp0084200	FBgn0051104	CG31104
FBpp0311634	FBgn0002789	Mp20
FBpp0086858	FBgn0002789	Mp20
FBpp0074330	FBgn0030915	CG6179
FBpp0078711	FBgn0031703	Acsf2
FBpp0305548	FBgn0036273	INPP5E
FBpp0075739	FBgn0036273	INPP5E
FBpp0111378	FBgn0085298	CG34269
FBpp0298013	FBgn0034325	CG18539
FBpp0309293	FBgn0034325	CG18539
FBpp0083378	FBgn0028396	TotA
FBpp0073149	FBgn0035540	Syx17
FBpp0303212	FBgn0035540	Syx17
FBpp0311725	FBgn0050489	Cyp12d1-p
FBpp0088437	FBgn0050489	Cyp12d1-p
FBpp0302655	FBgn0260234	Xport-B
FBpp0289868	FBgn0260234	Xport-B
FBpp0304751	FBgn0010422	TfIIS
FBpp0080281	FBgn0010422	TfIIS
FBpp0085717	FBgn0013325	RpL11
FBpp0309436	FBgn0013325	RpL11
FBpp0301048	FBgn0263354	CG42784
FBpp0292497	FBgn0263354	CG42784
FBpp0312551	FBgn0263354	CG42784
FBpp0312550	FBgn0263354	CG42784
FBpp0070924	FBgn0029502	Coq7
FBpp0086057	FBgn0050105	CG30105
FBpp0078078	FBgn0043783	CG32444
FBpp0307743	FBgn0015589	Apc
FBpp0084720	FBgn0015589	Apc
FBpp0401491	FBgn0015589	Apc
FBpp0078888	FBgn0031815	frj
FBpp0078889	FBgn0031815	frj
FBpp0110242	FBgn0028931	CG16863
FBpp0080113	FBgn0028931	CG16863
FBpp0309732	FBgn0266346	CngB
FBpp0071592	FBgn0266346	CngB
FBpp0070154	FBgn0026879	CG13364
FBpp0293171	FBgn0262353	CG43051
FBpp0079099	FBgn0040299	Myo28B1
FBpp0079100	FBgn0040299	Myo28B1
FBpp0079098	FBgn0040299	Myo28B1
FBpp0079097	FBgn0040299	Myo28B1
FBpp0087033	FBgn0033730	Cpr49Ag
FBpp0297271	FBgn0030320	CG2247
FBpp0297272	FBgn0030320	CG2247
FBpp0297270	FBgn0030320	CG2247
FBpp0073381	FBgn0030320	CG2247
FBpp0072560	FBgn0035203	Acat2
FBpp0086199	FBgn0034168	CG15614
FBpp0310064	FBgn0040099	lectin-28C
FBpp0300410	FBgn0040099	lectin-28C
FBpp0075380	FBgn0002778	mnd
FBpp0075379	FBgn0002778	mnd
FBpp0113021	FBgn0002778	mnd
FBpp0077644	FBgn0031317	Charon
FBpp0289406	FBgn0039378	alpha4GT2
FBpp0308367	FBgn0039294	Cad96Cb
FBpp0291505	FBgn0039294	Cad96Cb
FBpp0290312	FBgn0039294	Cad96Cb
FBpp0083150	FBgn0025680	cry
FBpp0088528	FBgn0034276	Sardh
FBpp0428277	FBgn0053463	CG33463
FBpp0077992	FBgn0259785	pzg
FBpp0304178	FBgn0259785	pzg
FBpp0303776	FBgn0039773	CG2224
FBpp0085053	FBgn0039773	CG2224
FBpp0289365	FBgn0053239	Ste:CG33239
FBpp0083582	FBgn0038926	CG13409
FBpp0072308	FBgn0010435	emp
FBpp0310112	FBgn0010435	emp
FBpp0072307	FBgn0010435	emp
FBpp0072309	FBgn0010435	emp
FBpp0310113	FBgn0010435	emp
FBpp0428079	FBgn0030522	amrt
FBpp0083526	FBgn0051198	CG31198
FBpp0289615	FBgn0052712	CG32712
FBpp0080011	FBgn0032465	Yip1d1
FBpp0070804	FBgn0013987	MAPk-Ak2
FBpp0070802	FBgn0013987	MAPk-Ak2
FBpp0292066	FBgn0013987	MAPk-Ak2
FBpp0300801	FBgn0013987	MAPk-Ak2
FBpp0073691	FBgn0040871	CG12479
FBpp0075212	FBgn0036579	Tmx3
FBpp0073233	FBgn0040850	CG15210
FBpp0312213	FBgn0045063	fdl
FBpp0308699	FBgn0045063	fdl
FBpp0087057	FBgn0045063	fdl
FBpp0087058	FBgn0045063	fdl
FBpp0423147	FBgn0045063	fdl
FBpp0071008	FBgn0029944	Dok
FBpp0422992	FBgn0039656	CG11951
FBpp0304327	FBgn0264344	CG43800
FBpp0304326	FBgn0264344	CG43800
FBpp0292825	FBgn0261990	CG42808
FBpp0073527	FBgn0030432	CG4404
FBpp0091092	FBgn0053846	His1:CG33846
FBpp0291638	FBgn0033828	CG17048
FBpp0086838	FBgn0033828	CG17048
FBpp0312602	FBgn0004395	unk
FBpp0294022	FBgn0004395	unk
FBpp0307981	FBgn0004395	unk
FBpp0083795	FBgn0004395	unk
FBpp0294023	FBgn0004395	unk
FBpp0083794	FBgn0004395	unk
FBpp0294024	FBgn0004395	unk
FBpp0080994	FBgn0032916	CG9257
FBpp0071885	FBgn0034824	Klp59C
FBpp0078110	FBgn0037123	CG14569
FBpp0082814	FBgn0038465	Irc
FBpp0307989	FBgn0038465	Irc
FBpp0083714	FBgn0051139	CG31139
FBpp0308605	FBgn0051139	CG31139
FBpp0301127	FBgn0263392	Tet
FBpp0301128	FBgn0263392	Tet
FBpp0301125	FBgn0263392	Tet
FBpp0306012	FBgn0263392	Tet
FBpp0301126	FBgn0263392	Tet
FBpp0306013	FBgn0263392	Tet
FBpp0087367	FBgn0033529	Pef
FBpp0083648	FBgn0038973	Pebp1
FBpp0085991	FBgn0034291	CG5770
FBpp0290822	FBgn0260874	Ir76a
FBpp0290819	FBgn0260874	Ir76a
FBpp0290818	FBgn0260874	Ir76a
FBpp0290821	FBgn0260874	Ir76a
FBpp0310072	FBgn0032049	Bace
FBpp0079309	FBgn0032049	Bace
FBpp0070857	FBgn0005390	fs(1)M3
FBpp0070446	FBgn0040385	CG12496
FBpp0083770	FBgn0039069	CG6763
FBpp0306564	FBgn0039069	CG6763
FBpp0085659	FBgn0034454	CG15120
FBpp0311346	FBgn0039782	CG15539
FBpp0110158	FBgn0039782	CG15539
FBpp0085017	FBgn0039782	CG15539
FBpp0304850	FBgn0031760	Tsp26A
FBpp0111937	FBgn0031760	Tsp26A
FBpp0298301	FBgn0031760	Tsp26A
FBpp0078922	FBgn0031836	CG11050
FBpp0078921	FBgn0031836	CG11050
FBpp0078923	FBgn0031836	CG11050
FBpp0086735	FBgn0033887	St4
FBpp0311710	FBgn0033887	St4
FBpp0428202	FBgn0033685	OSCP1
FBpp0088105	FBgn0033135	Tsp42En
FBpp0302968	FBgn0033135	Tsp42En
FBpp0080663	FBgn0053120	CG33120
FBpp0076102	FBgn0044050	Ilp3
FBpp0310237	FBgn0259896	NimC1
FBpp0080188	FBgn0259896	NimC1
FBpp0301776	FBgn0259896	NimC1
FBpp0083855	FBgn0039113	udt
FBpp0083856	FBgn0039113	udt
FBpp0292848	FBgn0038068	CG11600
FBpp0082369	FBgn0038207	CG14356
FBpp0074887	FBgn0036774	mRpS26
FBpp0078163	FBgn0037156	CG11523
FBpp0081563	FBgn0052939	CG32939
FBpp0083754	FBgn0039043	CG17121
FBpp0306180	FBgn0036410	CG8100
FBpp0312579	FBgn0036410	CG8100
FBpp0075521	FBgn0036410	CG8100
FBpp0308324	FBgn0039757	RpS7
FBpp0088439	FBgn0039757	RpS7
FBpp0088440	FBgn0039757	RpS7
FBpp0088970	FBgn0039757	RpS7
FBpp0082463	FBgn0038279	Sdr
FBpp0311935	FBgn0038279	Sdr
FBpp0084731	FBgn0039629	CG11842
FBpp0293416	FBgn0262536	CG43090
FBpp0075760	FBgn0036205	CG14131
FBpp0304438	FBgn0036205	CG14131
FBpp0077295	FBgn0031514	OtopLb
FBpp0077296	FBgn0031514	OtopLb
FBpp0311124	FBgn0031514	OtopLb
FBpp0309470	FBgn0031514	OtopLb
FBpp0310101	FBgn0050421	Usp15-31
FBpp0310102	FBgn0050421	Usp15-31
FBpp0072276	FBgn0050421	Usp15-31
FBpp0309532	FBgn0010408	RpS9
FBpp0076153	FBgn0010408	RpS9
FBpp0076152	FBgn0010408	RpS9
FBpp0076154	FBgn0010408	RpS9
FBpp0072506	FBgn0035153	ebd1
FBpp0082359	FBgn0027563	CG9631
FBpp0079308	FBgn0032048	Dh31
FBpp0079307	FBgn0032048	Dh31
FBpp0084289	FBgn0011669	Mst57Db
FBpp0087640	FBgn0040775	CG12158
FBpp0083515	FBgn0289108	Archease
FBpp0082856	FBgn0038487	TwdlW
FBpp0292838	FBgn0262005	CG42823
FBpp0073898	FBgn0030674	HUWE1
FBpp0309265	FBgn0030674	HUWE1
FBpp0308746	FBgn0030674	HUWE1
FBpp0308745	FBgn0030674	HUWE1
FBpp0308743	FBgn0030674	HUWE1
FBpp0308747	FBgn0030674	HUWE1
FBpp0308744	FBgn0030674	HUWE1
FBpp0073349	FBgn0030301	HP5
FBpp0073348	FBgn0030301	HP5
FBpp0304865	FBgn0030301	HP5
FBpp0073607	FBgn0030481	CG1662
FBpp0309558	FBgn0030481	CG1662
FBpp0300961	FBgn0261068	LSm7
FBpp0310328	FBgn0261068	LSm7
FBpp0080488	FBgn0261068	LSm7
FBpp0112453	FBgn0039943	CG17168
FBpp0402886	FBgn0284235	CG46319
FBpp0402888	FBgn0284235	CG46319
FBpp0402887	FBgn0284235	CG46319
FBpp0078781	FBgn0031753	CG13999
FBpp0073927	FBgn0030704	CG15916
FBpp0293428	FBgn0262566	CG43106
FBpp0087837	FBgn0002571	Mal-A3
FBpp0087258	FBgn0011555	thetaTry
FBpp0073179	FBgn0014073	Tie
FBpp0071650	FBgn0025573	PpN58A
FBpp0292873	FBgn0041092	tai
FBpp0305597	FBgn0041092	tai
FBpp0292875	FBgn0041092	tai
FBpp0292876	FBgn0041092	tai
FBpp0292874	FBgn0041092	tai
FBpp0293513	FBgn0041092	tai
FBpp0291785	FBgn0261545	CG42663
FBpp0302713	FBgn0261545	CG42663
FBpp0291784	FBgn0261545	CG42663
FBpp0086426	FBgn0034050	bug
FBpp0076727	FBgn0035688	fmt
FBpp0304174	FBgn0035688	fmt
FBpp0304175	FBgn0035688	fmt
FBpp0304176	FBgn0035688	fmt
FBpp0079703	FBgn0027550	CG6495
FBpp0428411	FBgn0003975	vg
FBpp0086898	FBgn0003975	vg
FBpp0081142	FBgn0026563	CG1979
FBpp0082962	FBgn0000477	DNaseII
FBpp0423323	FBgn0286939	CG46433
FBpp0423321	FBgn0286939	CG46433
FBpp0423322	FBgn0286939	CG46433
FBpp0083799	FBgn0039055	Rassf
FBpp0312087	FBgn0040996	CG12617
FBpp0080883	FBgn0040996	CG12617
FBpp0308339	FBgn0040996	CG12617
FBpp0293721	FBgn0000028	acj6
FBpp0293726	FBgn0000028	acj6
FBpp0293719	FBgn0000028	acj6
FBpp0288503	FBgn0000028	acj6
FBpp0293720	FBgn0000028	acj6
FBpp0293725	FBgn0000028	acj6
FBpp0293722	FBgn0000028	acj6
FBpp0099732	FBgn0000028	acj6
FBpp0073832	FBgn0000028	acj6
FBpp0293724	FBgn0000028	acj6
FBpp0099734	FBgn0000028	acj6
FBpp0293723	FBgn0000028	acj6
FBpp0288502	FBgn0000028	acj6
FBpp0082008	FBgn0017581	Lk6
FBpp0082009	FBgn0017581	Lk6
FBpp0293357	FBgn0262479	CG43069
FBpp0305271	FBgn0001253	ImpE1
FBpp0076334	FBgn0001253	ImpE1
FBpp0076333	FBgn0001253	ImpE1
FBpp0390654	FBgn0266175	pre-mod(mdg4)-P
FBpp0310316	FBgn0266175	pre-mod(mdg4)-P
FBpp0082904	FBgn0038525	CG14329
FBpp0304385	FBgn0036336	Icmt
FBpp0075610	FBgn0036336	Icmt
FBpp0271853	FBgn0267376	SelR
FBpp0271855	FBgn0267376	SelR
FBpp0081772	FBgn0267376	SelR
FBpp0271854	FBgn0267376	SelR
FBpp0081771	FBgn0267376	SelR
FBpp0081769	FBgn0267376	SelR
FBpp0297596	FBgn0267376	SelR
FBpp0081768	FBgn0267376	SelR
FBpp0077279	FBgn0051952	CG31952
FBpp0309919	FBgn0051952	CG31952
FBpp0073619	FBgn0030483	CG12725
FBpp0073905	FBgn0030684	CG8260
FBpp0073904	FBgn0030684	CG8260
FBpp0074385	FBgn0030945	Ing3
FBpp0307144	FBgn0011202	dia
FBpp0297103	FBgn0011202	dia
FBpp0297102	FBgn0011202	dia
FBpp0080941	FBgn0011202	dia
FBpp0080940	FBgn0011202	dia
FBpp0073969	FBgn0052581	sordd2
FBpp0112351	FBgn0052581	sordd2
FBpp0300509	FBgn0031395	CG10874
FBpp0077521	FBgn0031395	CG10874
FBpp0077520	FBgn0031395	CG10874
FBpp0303514	FBgn0031395	CG10874
FBpp0082105	FBgn0051354	Hsp70Bbb
FBpp0288977	FBgn0259210	prom
FBpp0310090	FBgn0259210	prom
FBpp0288976	FBgn0259210	prom
FBpp0288978	FBgn0259210	prom
FBpp0311900	FBgn0267044	CG45488
FBpp0289579	FBgn0031058	CG14227
FBpp0309940	FBgn0025335	Cpes
FBpp0309941	FBgn0025335	Cpes
FBpp0309942	FBgn0025335	Cpes
FBpp0072136	FBgn0025335	Cpes
FBpp0081355	FBgn0037561	CG9630
FBpp0076457	FBgn0029113	Uba2
FBpp0080747	FBgn0032782	Rab9
FBpp0312348	FBgn0267412	CG45765
FBpp0294007	FBgn0284244	l(2)k05911
FBpp0075050	FBgn0011293	a10
FBpp0312054	FBgn0030187	CG2961
FBpp0312053	FBgn0030187	CG2961
FBpp0071413	FBgn0030187	CG2961
FBpp0307486	FBgn0037379	CG10979
FBpp0078280	FBgn0037379	CG10979
FBpp0308728	FBgn0031988	CG8668
FBpp0079198	FBgn0031988	CG8668
FBpp0086769	FBgn0033879	Echs1
FBpp0086770	FBgn0033879	Echs1
FBpp0091001	FBgn0053679	CG33679
FBpp0293436	FBgn0262570	CG43110
FBpp0311711	FBgn0262570	CG43110
FBpp0311892	FBgn0031000	Muc18B
FBpp0074444	FBgn0031000	Muc18B
FBpp0084975	FBgn0000032	Acph-1
FBpp0084974	FBgn0000032	Acph-1
FBpp0087509	FBgn0033486	dmpd
FBpp0293465	FBgn0033486	dmpd
FBpp0073450	FBgn0030332	CG9360
FBpp0071811	FBgn0034789	PIP5K59B
FBpp0308809	FBgn0034789	PIP5K59B
FBpp0293460	FBgn0034789	PIP5K59B
FBpp0428316	FBgn0034789	PIP5K59B
FBpp0288534	FBgn0034789	PIP5K59B
FBpp0293462	FBgn0034789	PIP5K59B
FBpp0088271	FBgn0039928	Cals
FBpp0311392	FBgn0039928	Cals
FBpp0305853	FBgn0039928	Cals
FBpp0088272	FBgn0039928	Cals
FBpp0085667	FBgn0034463	CG15125
FBpp0309473	FBgn0034463	CG15125
FBpp0076459	FBgn0035839	CG7550
FBpp0311602	FBgn0085261	CG34232
FBpp0111340	FBgn0085261	CG34232
FBpp0111341	FBgn0085261	CG34232
FBpp0087828	FBgn0050359	Mal-A5
FBpp0290175	FBgn0050359	Mal-A5
FBpp0308388	FBgn0050359	Mal-A5
FBpp0309145	FBgn0025800	Smox
FBpp0071140	FBgn0025800	Smox
FBpp0302543	FBgn0263748	CG43673
FBpp0070044	FBgn0053217	CG33217
FBpp0309886	FBgn0034839	CG13540
FBpp0304650	FBgn0086691	UK114
FBpp0080305	FBgn0086691	UK114
FBpp0086737	FBgn0033886	Rpn13
FBpp0086736	FBgn0033886	Rpn13
FBpp0112986	FBgn0033886	Rpn13
FBpp0112985	FBgn0033886	Rpn13
FBpp0308980	FBgn0033886	Rpn13
FBpp0112987	FBgn0033886	Rpn13
FBpp0271819	FBgn0050268	CG30268
FBpp0081632	FBgn0037763	CG16904
FBpp0312382	FBgn0035420	hob
FBpp0291508	FBgn0035420	hob
FBpp0309157	FBgn0261671	tweek
FBpp0293466	FBgn0261671	tweek
FBpp0309158	FBgn0261671	tweek
FBpp0293468	FBgn0261671	tweek
FBpp0293469	FBgn0261671	tweek
FBpp0293467	FBgn0261671	tweek
FBpp0076315	FBgn0052023	CG32023
FBpp0087902	FBgn0040778	CG17977
FBpp0083126	FBgn0027785	NP15.6
FBpp0297781	FBgn0263037	CG43332
FBpp0072194	FBgn0023081	gek
FBpp0075138	FBgn0285951	mRpS34
FBpp0401591	FBgn0085337	CG34308
FBpp0310406	FBgn0032921	Mpp6
FBpp0080998	FBgn0032921	Mpp6
FBpp0081910	FBgn0002906	Blm
FBpp0078379	FBgn0037360	CG2182
FBpp0071478	FBgn0050291	CG30291
FBpp0085802	FBgn0004240	DptA
FBpp0304998	FBgn0264478	CG43886
FBpp0081381	FBgn0051453	pch2
FBpp0308430	FBgn0051453	pch2
FBpp0085368	FBgn0263855	BubR1
FBpp0312502	FBgn0267690	CG46026
FBpp0072684	FBgn0035258	CG13931
FBpp0306206	FBgn0035258	CG13931
FBpp0075118	FBgn0004465	Su(P)
FBpp0074020	FBgn0030734	ERp44
FBpp0074022	FBgn0030734	ERp44
FBpp0074023	FBgn0030734	ERp44
FBpp0074021	FBgn0030734	ERp44
FBpp0085628	FBgn0034490	CG9864
FBpp0307618	FBgn0034490	CG9864
FBpp0307013	FBgn0039712	CG15514
FBpp0084889	FBgn0039712	CG15514
FBpp0308263	FBgn0085245	CG34216
FBpp0078548	FBgn0040687	CG14645
FBpp0308389	FBgn0025469	slv
FBpp0087900	FBgn0025469	slv
FBpp0302050	FBgn0025469	slv
FBpp0307005	FBgn0040005	CG17883
FBpp0307006	FBgn0040005	CG17883
FBpp0110592	FBgn0040005	CG17883
FBpp0110549	FBgn0040005	CG17883
FBpp0303267	FBgn0028371	jbug
FBpp0291327	FBgn0028371	jbug
FBpp0290590	FBgn0028371	jbug
FBpp0290588	FBgn0028371	jbug
FBpp0290591	FBgn0028371	jbug
FBpp0291326	FBgn0028371	jbug
FBpp0071830	FBgn0028371	jbug
FBpp0303266	FBgn0028371	jbug
FBpp0291569	FBgn0028371	jbug
FBpp0290589	FBgn0028371	jbug
FBpp0304659	FBgn0259162	RunxB
FBpp0290993	FBgn0058263	MFS17
FBpp0290995	FBgn0058263	MFS17
FBpp0306955	FBgn0058263	MFS17
FBpp0290994	FBgn0058263	MFS17
FBpp0306954	FBgn0058263	MFS17
FBpp0291612	FBgn0085191	CG34162
FBpp0070782	FBgn0029812	Prosbeta2R1
FBpp0300430	FBgn0039897	CG1674
FBpp0290021	FBgn0039897	CG1674
FBpp0300429	FBgn0039897	CG1674
FBpp0305827	FBgn0039897	CG1674
FBpp0290024	FBgn0039897	CG1674
FBpp0290020	FBgn0039897	CG1674
FBpp0088188	FBgn0039897	CG1674
FBpp0290022	FBgn0039897	CG1674
FBpp0290023	FBgn0039897	CG1674
FBpp0088185	FBgn0039897	CG1674
FBpp0074802	FBgn0036844	Mkp3
FBpp0303122	FBgn0036844	Mkp3
FBpp0305422	FBgn0036844	Mkp3
FBpp0074803	FBgn0036844	Mkp3
FBpp0293586	FBgn0039431	plum
FBpp0291419	FBgn0039431	plum
FBpp0310537	FBgn0039431	plum
FBpp0291420	FBgn0039431	plum
FBpp0289127	FBgn0261090	Sytbeta
FBpp0289126	FBgn0261090	Sytbeta
FBpp0081905	FBgn0037941	CG12594
FBpp0307197	FBgn0037941	CG12594
FBpp0074664	FBgn0036919	Grasp65
FBpp0288874	FBgn0259151	CG42266
FBpp0310349	FBgn0024920	Ts
FBpp0077363	FBgn0024920	Ts
FBpp0305366	FBgn0259682	Jabba
FBpp0303041	FBgn0259682	Jabba
FBpp0293014	FBgn0259682	Jabba
FBpp0289221	FBgn0259682	Jabba
FBpp0289220	FBgn0259682	Jabba
