protein_id	gene_id	gene_symbol
FBpp0077350	FBgn0243513	cnir
FBpp0074190	FBgn0030807	CG13000
FBpp0089178	FBgn0037339	Pi4KIIalpha
FBpp0428258	FBgn0037339	Pi4KIIalpha
FBpp0428089	FBgn0037339	Pi4KIIalpha
FBpp0089179	FBgn0037339	Pi4KIIalpha
FBpp0078404	FBgn0037339	Pi4KIIalpha
FBpp0082310	FBgn0038172	Adgf-D
FBpp0077734	FBgn0031267	Ipk2
FBpp0077668	FBgn0031276	CG12506
FBpp0077311	FBgn0031474	CG2991
FBpp0077310	FBgn0031474	CG2991
FBpp0077312	FBgn0031474	CG2991
FBpp0311979	FBgn0051183	CG31183
FBpp0082641	FBgn0051183	CG31183
FBpp0110143	FBgn0043025	Adgf-A2
FBpp0110144	FBgn0043025	Adgf-A2
FBpp0074956	FBgn0043025	Adgf-A2
FBpp0077994	FBgn0037069	Cpr78Cc
FBpp0428195	FBgn0260642	Antp
FBpp0089243	FBgn0260642	Antp
FBpp0089245	FBgn0260642	Antp
FBpp0089086	FBgn0260642	Antp
FBpp0089244	FBgn0260642	Antp
FBpp0089247	FBgn0260642	Antp
FBpp0081162	FBgn0260642	Antp
FBpp0081160	FBgn0260642	Antp
FBpp0089242	FBgn0260642	Antp
FBpp0089246	FBgn0260642	Antp
FBpp0089241	FBgn0260642	Antp
FBpp0081161	FBgn0260642	Antp
FBpp0112279	FBgn0050288	CG30288
FBpp0080030	FBgn0032494	Jhbp13
FBpp0306795	FBgn0032494	Jhbp13
FBpp0086645	FBgn0013725	phyl
FBpp0074696	FBgn0036908	TORIP
FBpp0306010	FBgn0036908	TORIP
FBpp0311732	FBgn0032853	CG10651
FBpp0080910	FBgn0032853	CG10651
FBpp0402845	FBgn0262731	CG33941
FBpp0289577	FBgn0036143	CG14142
FBpp0289576	FBgn0036143	CG14142
FBpp0289578	FBgn0036143	CG14142
FBpp0082032	FBgn0038003	CG3916
FBpp0298046	FBgn0259184	CG42288
FBpp0288946	FBgn0259184	CG42288
FBpp0077927	FBgn0027055	CSN3
FBpp0311610	FBgn0034763	RYBP
FBpp0071779	FBgn0034763	RYBP
FBpp0290244	FBgn0051106	CG31106
FBpp0076221	FBgn0015218	eIF4E1
FBpp0076219	FBgn0015218	eIF4E1
FBpp0076218	FBgn0015218	eIF4E1
FBpp0076216	FBgn0015218	eIF4E1
FBpp0306016	FBgn0015218	eIF4E1
FBpp0076215	FBgn0015218	eIF4E1
FBpp0076220	FBgn0015218	eIF4E1
FBpp0306017	FBgn0015218	eIF4E1
FBpp0076217	FBgn0015218	eIF4E1
FBpp0312615	FBgn0039582	Or98b
FBpp0110174	FBgn0045035	tefu
FBpp0070656	FBgn0029720	CG3009
FBpp0289695	FBgn0029720	CG3009
FBpp0304595	FBgn0029720	CG3009
FBpp0085698	FBgn0004003	wbl
FBpp0309412	FBgn0004003	wbl
FBpp0080752	FBgn0041789	Pax
FBpp0099871	FBgn0041789	Pax
FBpp0306283	FBgn0041789	Pax
FBpp0080754	FBgn0041789	Pax
FBpp0306284	FBgn0041789	Pax
FBpp0080753	FBgn0041789	Pax
FBpp0297553	FBgn0041789	Pax
FBpp0080755	FBgn0041789	Pax
FBpp0080751	FBgn0041789	Pax
FBpp0289154	FBgn0053169	CG33169
FBpp0078200	FBgn0053169	CG33169
FBpp0084047	FBgn0039214	puf
FBpp0297302	FBgn0039214	puf
FBpp0308280	FBgn0039214	puf
FBpp0084048	FBgn0039214	puf
FBpp0303340	FBgn0039214	puf
FBpp0303341	FBgn0039214	puf
FBpp0293179	FBgn0262357	CG43055
FBpp0079093	FBgn0031904	CG5149
FBpp0423200	FBgn0286809	xmas
FBpp0423201	FBgn0286809	xmas
FBpp0423199	FBgn0286809	xmas
FBpp0071616	FBgn0034634	CG10494
FBpp0071617	FBgn0034634	CG10494
FBpp0423397	FBgn0286979	CG46439
FBpp0078818	FBgn0031770	CG13995
FBpp0297863	FBgn0032860	CG15130
FBpp0297862	FBgn0032860	CG15130
FBpp0072041	FBgn0262619	DNAlig1
FBpp0306222	FBgn0045770	S-Lap3
FBpp0076015	FBgn0045770	S-Lap3
FBpp0306221	FBgn0045770	S-Lap3
FBpp0079610	FBgn0032246	Wdfy2
FBpp0293060	FBgn0032246	Wdfy2
FBpp0075776	FBgn0036232	CG14125
FBpp0302672	FBgn0036232	CG14125
FBpp0078259	FBgn0037427	Osi17
FBpp0306604	FBgn0037427	Osi17
FBpp0306605	FBgn0037427	Osi17
FBpp0306603	FBgn0037427	Osi17
FBpp0078920	FBgn0263916	Ent2
FBpp0309853	FBgn0263916	Ent2
FBpp0087752	FBgn0033358	spab
FBpp0310753	FBgn0038286	CG6966
FBpp0112148	FBgn0038286	CG6966
FBpp0110407	FBgn0033015	d4
FBpp0085418	FBgn0033015	d4
FBpp0085419	FBgn0033015	d4
FBpp0307242	FBgn0033015	d4
FBpp0078162	FBgn0011771	Hem
FBpp0100001	FBgn0033380	Phax
FBpp0087649	FBgn0033380	Phax
FBpp0310532	FBgn0038821	CG17267
FBpp0076464	FBgn0035823	eIF4E5
FBpp0076424	FBgn0265089	eIF4E3
FBpp0292966	FBgn0044047	Ilp6
FBpp0292967	FBgn0044047	Ilp6
FBpp0070390	FBgn0044047	Ilp6
FBpp0305878	FBgn0044047	Ilp6
FBpp0074784	FBgn0036857	Aldh7A1
FBpp0082081	FBgn0038016	MBD-R2
FBpp0073217	FBgn0042131	CG18808
FBpp0310635	FBgn0036654	CG9692
FBpp0075076	FBgn0036654	CG9692
FBpp0311795	FBgn0085481	CG34452
FBpp0288792	FBgn0085481	CG34452
FBpp0311347	FBgn0039759	CG9733
FBpp0085000	FBgn0039759	CG9733
FBpp0084839	FBgn0039689	CIA30
FBpp0086441	FBgn0050085	Rif1
FBpp0087579	FBgn0027589	CG1688
FBpp0288432	FBgn0050050	CG30050
FBpp0085289	FBgn0032971	ttm3
FBpp0304231	FBgn0036710	CG6479
FBpp0075007	FBgn0036710	CG6479
FBpp0075006	FBgn0036710	CG6479
FBpp0082361	FBgn0053109	CG33109
FBpp0311428	FBgn0011281	Obp83a
FBpp0311427	FBgn0011281	Obp83a
FBpp0078305	FBgn0011281	Obp83a
FBpp0111407	FBgn0085327	CG34298
FBpp0077158	FBgn0040102	lectin-24Db
FBpp0112014	FBgn0034645	ND-B12
FBpp0071580	FBgn0034645	ND-B12
FBpp0289903	FBgn0034645	ND-B12
FBpp0289904	FBgn0034645	ND-B12
FBpp0112015	FBgn0034645	ND-B12
FBpp0072154	FBgn0034904	CG15800
FBpp0085281	FBgn0061209	His2B:CG17949
FBpp0083671	FBgn0014949	btn
FBpp0308793	FBgn0265429	CG44341
FBpp0087763	FBgn0033344	CG8252
FBpp0289881	FBgn0260388	CG42514
FBpp0289880	FBgn0260388	CG42514
FBpp0289879	FBgn0260388	CG42514
FBpp0078784	FBgn0031749	CG14000
FBpp0308626	FBgn0032061	CatB
FBpp0079333	FBgn0032061	CatB
FBpp0073836	FBgn0030629	CG9123
FBpp0293446	FBgn0262572	CG43112
FBpp0083352	FBgn0014029	Septin2
FBpp0306646	FBgn0014029	Septin2
FBpp0084559	FBgn0040080	pins
FBpp0308238	FBgn0265191	Gyg
FBpp0308233	FBgn0265191	Gyg
FBpp0308235	FBgn0265191	Gyg
FBpp0308237	FBgn0265191	Gyg
FBpp0308236	FBgn0265191	Gyg
FBpp0308234	FBgn0265191	Gyg
FBpp0305392	FBgn0037664	CG8420
FBpp0081453	FBgn0037664	CG8420
FBpp0081881	FBgn0037895	bumpel
FBpp0070225	FBgn0000826	png
FBpp0087860	FBgn0033261	udd
FBpp0082510	FBgn0038304	CG12241
FBpp0071303	FBgn0264691	Lst8
FBpp0311093	FBgn0051495	CG31495
FBpp0082345	FBgn0051495	CG31495
FBpp0309226	FBgn0085427	CG34398
FBpp0292893	FBgn0085427	CG34398
FBpp0309227	FBgn0085427	CG34398
FBpp0111560	FBgn0085427	CG34398
FBpp0111561	FBgn0085427	CG34398
FBpp0292896	FBgn0085427	CG34398
FBpp0292897	FBgn0085427	CG34398
FBpp0292895	FBgn0085427	CG34398
FBpp0292892	FBgn0085427	CG34398
FBpp0292894	FBgn0085427	CG34398
FBpp0075968	FBgn0036121	CG6310
FBpp0086874	FBgn0033812	Pex13
FBpp0082314	FBgn0038166	CG9588
FBpp0311525	FBgn0033787	CG13321
FBpp0086905	FBgn0033787	CG13321
FBpp0311626	FBgn0034200	Gbp2
FBpp0086140	FBgn0034200	Gbp2
FBpp0076167	FBgn0035977	PGRP-LF
FBpp0112340	FBgn0260943	Rbp6
FBpp0112339	FBgn0260943	Rbp6
FBpp0301712	FBgn0260943	Rbp6
FBpp0288505	FBgn0260943	Rbp6
FBpp0075045	FBgn0260943	Rbp6
FBpp0305994	FBgn0260943	Rbp6
FBpp0301711	FBgn0260943	Rbp6
FBpp0075592	FBgn0260459	CG14106
FBpp0112384	FBgn0287185	nvd
FBpp0307444	FBgn0264989	CG44140
FBpp0304918	FBgn0035282	CNMa
FBpp0292254	FBgn0035282	CNMa
FBpp0289937	FBgn0035282	CNMa
FBpp0075128	FBgn0042201	Nplp3
FBpp0081103	FBgn0004172	Mst84Da
FBpp0077965	FBgn0037061	Trmt112
FBpp0289275	FBgn0259731	tal-2A
FBpp0312150	FBgn0035444	CG12012
FBpp0072938	FBgn0035444	CG12012
FBpp0289973	FBgn0035444	CG12012
FBpp0086150	FBgn0050457	CG30457
FBpp0084850	FBgn0000247	ca
FBpp0312193	FBgn0000247	ca
FBpp0271858	FBgn0050469	Ir52b
FBpp0074638	FBgn0036937	Ir76b
FBpp0309704	FBgn0028546	ics
FBpp0309703	FBgn0028546	ics
FBpp0080089	FBgn0028546	ics
FBpp0073378	FBgn0030323	Vlet
FBpp0073379	FBgn0030323	Vlet
FBpp0073377	FBgn0030323	Vlet
FBpp0084340	FBgn0039402	Vps2
FBpp0304083	FBgn0085438	CG34409
FBpp0310503	FBgn0027358	Tim9b
FBpp0074536	FBgn0027358	Tim9b
FBpp0301082	FBgn0263386	CG43438
FBpp0310877	FBgn0083967	Muted
FBpp0110178	FBgn0083967	Muted
FBpp0293055	FBgn0051716	Cnot4
FBpp0079601	FBgn0051716	Cnot4
FBpp0304027	FBgn0051716	Cnot4
FBpp0079604	FBgn0051716	Cnot4
FBpp0304029	FBgn0051716	Cnot4
FBpp0079599	FBgn0051716	Cnot4
FBpp0304028	FBgn0051716	Cnot4
FBpp0079603	FBgn0051716	Cnot4
FBpp0079602	FBgn0051716	Cnot4
FBpp0293056	FBgn0051716	Cnot4
FBpp0079600	FBgn0051716	Cnot4
FBpp0079830	FBgn0032366	CG14930
FBpp0078748	FBgn0031723	CG7251
FBpp0311770	FBgn0031723	CG7251
FBpp0308692	FBgn0033724	CG8501
FBpp0087026	FBgn0033724	CG8501
FBpp0075335	FBgn0014850	Eig71Ej
FBpp0082723	FBgn0038416	CG17930
FBpp0079149	FBgn0031954	CG14537
FBpp0300889	FBgn0031066	COX6B
FBpp0074586	FBgn0031066	COX6B
FBpp0074585	FBgn0031066	COX6B
FBpp0074584	FBgn0031066	COX6B
FBpp0080778	FBgn0032785	CG10026
FBpp0080777	FBgn0032785	CG10026
FBpp0304596	FBgn0032785	CG10026
FBpp0080779	FBgn0032785	CG10026
FBpp0075901	FBgn0036153	CG7573
FBpp0079252	FBgn0003607	Su(var)205
FBpp0079251	FBgn0003607	Su(var)205
FBpp0070182	FBgn0040342	CG3706
FBpp0085546	FBgn0034537	DMAP1
FBpp0085593	FBgn0027529	tapas
FBpp0290425	FBgn0027529	tapas
FBpp0301192	FBgn0027529	tapas
FBpp0085592	FBgn0027529	tapas
FBpp0083292	FBgn0038790	MtnC
FBpp0074176	FBgn0030826	CG12995
FBpp0086193	FBgn0046999	CG6429
FBpp0076598	FBgn0035755	CG14830
FBpp0301214	FBgn0035755	CG14830
FBpp0301215	FBgn0035755	CG14830
FBpp0083870	FBgn0051145	CG31145
FBpp0083871	FBgn0051145	CG31145
FBpp0288495	FBgn0051145	CG31145
FBpp0307565	FBgn0051145	CG31145
FBpp0423142	FBgn0051145	CG31145
FBpp0288496	FBgn0051145	CG31145
FBpp0292842	FBgn0262010	CG42828
FBpp0078643	FBgn0260470	SP555
FBpp0305715	FBgn0260470	SP555
FBpp0078644	FBgn0260470	SP555
FBpp0305714	FBgn0260470	SP555
FBpp0078896	FBgn0086357	Sec61alpha
FBpp0311774	FBgn0086357	Sec61alpha
FBpp0077204	FBgn0031573	CG3407
FBpp0086483	FBgn0013762	Cdk5
FBpp0289874	FBgn0028473	Non1
FBpp0087637	FBgn0028473	Non1
FBpp0091146	FBgn0053901	His4:CG33901
FBpp0083069	FBgn0038621	CG10864
FBpp0072068	FBgn0050178	CG30178
FBpp0071006	FBgn0029942	CG2059
FBpp0292475	FBgn0029942	CG2059
FBpp0293869	FBgn0053289	ppk5
FBpp0293870	FBgn0053289	ppk5
FBpp0087901	FBgn0021814	Vps28
FBpp0302051	FBgn0021814	Vps28
FBpp0307781	FBgn0265082	Cdep
FBpp0307779	FBgn0265082	Cdep
FBpp0307778	FBgn0265082	Cdep
FBpp0307780	FBgn0265082	Cdep
FBpp0312044	FBgn0030389	CG15927
FBpp0073480	FBgn0030389	CG15927
FBpp0081095	FBgn0037490	CG10053
FBpp0308784	FBgn0037490	CG10053
FBpp0291550	FBgn0015577	alpha-Est9
FBpp0291551	FBgn0015577	alpha-Est9
FBpp0076839	FBgn0015766	Msr-110
FBpp0076837	FBgn0015766	Msr-110
FBpp0311254	FBgn0015766	Msr-110
FBpp0076838	FBgn0015766	Msr-110
FBpp0307212	FBgn0037536	CG2698
FBpp0307215	FBgn0037536	CG2698
FBpp0300418	FBgn0037536	CG2698
FBpp0307214	FBgn0037536	CG2698
FBpp0081280	FBgn0037536	CG2698
FBpp0300419	FBgn0037536	CG2698
FBpp0307213	FBgn0037536	CG2698
FBpp0075879	FBgn0053269	CG33269
FBpp0300402	FBgn0053269	CG33269
FBpp0303970	FBgn0036063	CG6674
FBpp0076083	FBgn0036063	CG6674
FBpp0110196	FBgn0031652	jet
FBpp0078693	FBgn0031652	jet
FBpp0074061	FBgn0026181	Rok
FBpp0309139	FBgn0026181	Rok
FBpp0309137	FBgn0026181	Rok
FBpp0309138	FBgn0026181	Rok
FBpp0307473	FBgn0265001	ppk18
FBpp0292990	FBgn0013770	CtsL1
FBpp0308977	FBgn0013770	CtsL1
FBpp0086719	FBgn0013770	CtsL1
FBpp0086718	FBgn0013770	CtsL1
FBpp0084435	FBgn0002838	ms(3)K81
FBpp0308574	FBgn0265362	CG44303
FBpp0428471	FBgn0288736	CG46511
FBpp0301080	FBgn0036459	CG3349
FBpp0076210	FBgn0035989	Atat
FBpp0076208	FBgn0035989	Atat
FBpp0303974	FBgn0035989	Atat
FBpp0076209	FBgn0035989	Atat
FBpp0076212	FBgn0035989	Atat
FBpp0076211	FBgn0035989	Atat
FBpp0075715	FBgn0052103	SCaMC
FBpp0304400	FBgn0052103	SCaMC
FBpp0075714	FBgn0052103	SCaMC
FBpp0304399	FBgn0052103	SCaMC
FBpp0112548	FBgn0058191	CG40191
FBpp0306783	FBgn0058191	CG40191
FBpp0112547	FBgn0058191	CG40191
FBpp0112550	FBgn0058191	CG40191
FBpp0112549	FBgn0058191	CG40191
FBpp0081915	FBgn0037934	CG6830
FBpp0301706	FBgn0038223	Afti
FBpp0423206	FBgn0038223	Afti
FBpp0271899	FBgn0038223	Afti
FBpp0301707	FBgn0038223	Afti
FBpp0079172	FBgn0031972	Wwox
FBpp0310039	FBgn0031972	Wwox
FBpp0088677	FBgn0032202	REPTOR-BP
FBpp0088678	FBgn0032202	REPTOR-BP
FBpp0088679	FBgn0032202	REPTOR-BP
FBpp0088676	FBgn0032202	REPTOR-BP
FBpp0303971	FBgn0036062	CG6685
FBpp0076084	FBgn0036062	CG6685
FBpp0088311	FBgn0039937	fd102C
FBpp0306714	FBgn0037702	CG8176
FBpp0081543	FBgn0037702	CG8176
FBpp0112119	FBgn0037702	CG8176
FBpp0306713	FBgn0037702	CG8176
FBpp0306712	FBgn0037702	CG8176
FBpp0078788	FBgn0002856	Acp26Ab
FBpp0309554	FBgn0002856	Acp26Ab
FBpp0078787	FBgn0002856	Acp26Ab
FBpp0085767	FBgn0000578	ena
FBpp0099530	FBgn0000578	ena
FBpp0099532	FBgn0000578	ena
FBpp0085766	FBgn0000578	ena
FBpp0309392	FBgn0000578	ena
FBpp0113115	FBgn0000578	ena
FBpp0085768	FBgn0000578	ena
FBpp0311447	FBgn0038725	CG6184
FBpp0311448	FBgn0038725	CG6184
FBpp0083211	FBgn0038725	CG6184
FBpp0087866	FBgn0033273	Gasz
FBpp0084293	FBgn0039371	CG4960
FBpp0311937	FBgn0039371	CG4960
FBpp0072281	FBgn0035063	CG3594
FBpp0111393	FBgn0085312	CG34283
FBpp0292607	FBgn0263593	Lpin
FBpp0292610	FBgn0263593	Lpin
FBpp0292613	FBgn0263593	Lpin
FBpp0292618	FBgn0263593	Lpin
FBpp0111968	FBgn0263593	Lpin
FBpp0292617	FBgn0263593	Lpin
FBpp0292608	FBgn0263593	Lpin
FBpp0087891	FBgn0263593	Lpin
FBpp0292606	FBgn0263593	Lpin
FBpp0292616	FBgn0263593	Lpin
FBpp0292611	FBgn0263593	Lpin
FBpp0086523	FBgn0034009	CG8155
FBpp0289839	FBgn0028514	CG4793
FBpp0077587	FBgn0041097	robo3
FBpp0428169	FBgn0041097	robo3
FBpp0271914	FBgn0052208	825-Oak
FBpp0305849	FBgn0052195	CG32195
FBpp0074891	FBgn0052195	CG32195
FBpp0305850	FBgn0052195	CG32195
FBpp0303025	FBgn0035407	Asciz
FBpp0072974	FBgn0035407	Asciz
FBpp0075534	FBgn0036386	CG8833
FBpp0074699	FBgn0036872	CG12519
FBpp0305978	FBgn0036872	CG12519
FBpp0072777	FBgn0035337	CG15877
FBpp0079481	FBgn0032170	CG4658
FBpp0310305	FBgn0032170	CG4658
FBpp0310304	FBgn0032170	CG4658
FBpp0079483	FBgn0032170	CG4658
FBpp0079482	FBgn0032170	CG4658
FBpp0073338	FBgn0027359	Tim8
FBpp0310233	FBgn0027359	Tim8
FBpp0070067	FBgn0024989	CG3777
FBpp0070066	FBgn0024989	CG3777
FBpp0070065	FBgn0024989	CG3777
FBpp0310562	FBgn0024989	CG3777
FBpp0309733	FBgn0024989	CG3777
FBpp0083145	FBgn0038681	Cyp12a4
FBpp0301722	FBgn0261509	haf
FBpp0423153	FBgn0261509	haf
FBpp0301721	FBgn0261509	haf
FBpp0310559	FBgn0261509	haf
FBpp0301723	FBgn0261509	haf
FBpp0423152	FBgn0261509	haf
FBpp0301720	FBgn0261509	haf
FBpp0423151	FBgn0261509	haf
FBpp0086115	FBgn0025716	Bap55
FBpp0077500	FBgn0031388	CG12674
FBpp0306833	FBgn0031388	CG12674
FBpp0306567	FBgn0039065	Rad60
FBpp0306569	FBgn0039065	Rad60
FBpp0290310	FBgn0039065	Rad60
FBpp0083780	FBgn0039065	Rad60
FBpp0306568	FBgn0039065	Rad60
FBpp0306566	FBgn0039065	Rad60
FBpp0291347	FBgn0036212	CG11597
FBpp0075812	FBgn0036212	CG11597
FBpp0110077	FBgn0036212	CG11597
FBpp0307963	FBgn0013813	Dhc98D
FBpp0290517	FBgn0013813	Dhc98D
FBpp0290518	FBgn0013813	Dhc98D
FBpp0075801	FBgn0036222	SdhAL
FBpp0080712	FBgn0002023	Lim3
FBpp0080713	FBgn0002023	Lim3
FBpp0301567	FBgn0002023	Lim3
FBpp0302972	FBgn0002023	Lim3
FBpp0301566	FBgn0002023	Lim3
FBpp0301569	FBgn0002023	Lim3
FBpp0301568	FBgn0002023	Lim3
FBpp0289529	FBgn0259955	CG42465
FBpp0083810	FBgn0039087	Ugt303B2
FBpp0079222	FBgn0032022	CG14275
FBpp0079223	FBgn0032022	CG14275
FBpp0271768	FBgn0039645	CG11898
FBpp0301046	FBgn0040392	CG14050
FBpp0070391	FBgn0040392	CG14050
FBpp0083258	FBgn0038753	CG4459
FBpp0292442	FBgn0036586	CG13070
FBpp0311675	FBgn0035630	CG10576
FBpp0311825	FBgn0035630	CG10576
FBpp0076827	FBgn0035630	CG10576
FBpp0301058	FBgn0287844	Dhc1
FBpp0301056	FBgn0287844	Dhc1
FBpp0301057	FBgn0287844	Dhc1
FBpp0310725	FBgn0287844	Dhc1
FBpp0288958	FBgn0259196	CG42300
FBpp0080368	FBgn0051823	CG31823
FBpp0077113	FBgn0031622	CG3251
FBpp0077081	FBgn0031643	CG3008
FBpp0091013	FBgn0053702	CG33702
FBpp0074398	FBgn0030928	CG15044
FBpp0087037	FBgn0033734	CG8520
FBpp0292314	FBgn0033734	CG8520
FBpp0290081	FBgn0260434	CG42529
FBpp0303094	FBgn0035715	Ist1
FBpp0303098	FBgn0035715	Ist1
FBpp0303097	FBgn0035715	Ist1
FBpp0076658	FBgn0035715	Ist1
FBpp0303096	FBgn0035715	Ist1
FBpp0303095	FBgn0035715	Ist1
FBpp0083222	FBgn0051459	CG31459
FBpp0073746	FBgn0030570	CG12540
FBpp0085056	FBgn0028646	aralar1
FBpp0297541	FBgn0028646	aralar1
FBpp0085055	FBgn0028646	aralar1
FBpp0085057	FBgn0028646	aralar1
FBpp0303322	FBgn0028646	aralar1
FBpp0085054	FBgn0028646	aralar1
FBpp0311203	FBgn0260991	Incenp
FBpp0088035	FBgn0260991	Incenp
FBpp0307848	FBgn0260991	Incenp
FBpp0073009	FBgn0035464	PIG-B
FBpp0073008	FBgn0035464	PIG-B
FBpp0304615	FBgn0031233	Tbc1d15-17
FBpp0077784	FBgn0031233	Tbc1d15-17
FBpp0304616	FBgn0031233	Tbc1d15-17
FBpp0088909	FBgn0039915	Gat
FBpp0088910	FBgn0039915	Gat
FBpp0084257	FBgn0039346	CG5079
FBpp0112925	FBgn0004049	yrt
FBpp0082261	FBgn0004049	yrt
FBpp0112924	FBgn0004049	yrt
FBpp0112923	FBgn0004049	yrt
FBpp0309005	FBgn0033979	Cyp6a19
FBpp0086583	FBgn0033979	Cyp6a19
FBpp0087356	FBgn0033520	Prx6b
FBpp0099762	FBgn0024293	Spn43Ab
FBpp0291412	FBgn0037843	CG4511
FBpp0081763	FBgn0037843	CG4511
FBpp0304907	FBgn0035317	Oseg2
FBpp0080264	FBgn0028878	CG15269
FBpp0079857	FBgn0051704	CG31704
FBpp0305613	FBgn0051704	CG31704
FBpp0304009	FBgn0032603	CG17928
FBpp0080465	FBgn0032603	CG17928
FBpp0071854	FBgn0034797	nahoda
FBpp0293335	FBgn0034797	nahoda
FBpp0071853	FBgn0034797	nahoda
FBpp0073071	FBgn0035501	CG1299
FBpp0304904	FBgn0035501	CG1299
FBpp0423261	FBgn0286872	CG46394
FBpp0076235	FBgn0035936	Tsp66E
FBpp0076234	FBgn0035936	Tsp66E
FBpp0076233	FBgn0035936	Tsp66E
FBpp0089104	FBgn0000557	eEF1alpha2
FBpp0089103	FBgn0000557	eEF1alpha2
FBpp0085194	FBgn0000557	eEF1alpha2
FBpp0085193	FBgn0000557	eEF1alpha2
FBpp0304481	FBgn0037742	Rpt3R
FBpp0290751	FBgn0037742	Rpt3R
FBpp0307133	FBgn0031609	CG15443
FBpp0077140	FBgn0031609	CG15443
FBpp0310139	FBgn0029737	Hgsnat
FBpp0070691	FBgn0029737	Hgsnat
FBpp0078684	FBgn0031663	CG8891
FBpp0303564	FBgn0031918	CG6055
FBpp0079077	FBgn0031918	CG6055
FBpp0073749	FBgn0030571	CG14414
FBpp0292380	FBgn0030571	CG14414
FBpp0308546	FBgn0030571	CG14414
FBpp0073747	FBgn0030571	CG14414
FBpp0074211	FBgn0030840	p-cup
FBpp0078296	FBgn0028436	ECSIT
FBpp0311924	FBgn0004047	Yp3
FBpp0073652	FBgn0004047	Yp3
FBpp0074064	FBgn0030761	CG9784
FBpp0303435	FBgn0030761	CG9784
FBpp0302002	FBgn0030761	CG9784
FBpp0072781	FBgn0000543	ecd
FBpp0291857	FBgn0034782	CG12490
FBpp0111944	FBgn0032153	CG4537
FBpp0083673	FBgn0024558	Dph5
FBpp0083937	FBgn0026598	Apc2
FBpp0401578	FBgn0026598	Apc2
FBpp0401579	FBgn0026598	Apc2
FBpp0290171	FBgn0260644	CG42536
FBpp0073154	FBgn0035543	CG15020
FBpp0088666	FBgn0016038	Vsp37A
FBpp0307122	FBgn0016038	Vsp37A
FBpp0088667	FBgn0016038	Vsp37A
FBpp0088664	FBgn0016038	Vsp37A
FBpp0088665	FBgn0016038	Vsp37A
FBpp0307123	FBgn0016038	Vsp37A
FBpp0072687	FBgn0026372	RpL23A
FBpp0423205	FBgn0026372	RpL23A
FBpp0076044	FBgn0052053	CG32053
FBpp0111298	FBgn0085219	CG34190
FBpp0309688	FBgn0250824	CG33655
FBpp0289858	FBgn0250824	CG33655
FBpp0085637	FBgn0034475	Obp56h
FBpp0292058	FBgn0034475	Obp56h
FBpp0080017	FBgn0032477	Alg7
FBpp0073033	FBgn0035473	mge
FBpp0073032	FBgn0035473	mge
FBpp0305347	FBgn0035473	mge
FBpp0087914	FBgn0003082	phr
FBpp0087915	FBgn0003082	phr
FBpp0083986	FBgn0263398	Uck
FBpp0301105	FBgn0263398	Uck
FBpp0288805	FBgn0263398	Uck
FBpp0301104	FBgn0263398	Uck
FBpp0301103	FBgn0263398	Uck
FBpp0081008	FBgn0261239	Hr39
FBpp0081009	FBgn0261239	Hr39
FBpp0081007	FBgn0261239	Hr39
FBpp0081010	FBgn0261239	Hr39
FBpp0303538	FBgn0264086	CG43755
FBpp0303539	FBgn0264086	CG43755
FBpp0290464	FBgn0260935	Vps15
FBpp0305822	FBgn0260935	Vps15
FBpp0081466	FBgn0260935	Vps15
FBpp0079104	FBgn0031941	ATPsynGL
FBpp0309856	FBgn0031834	CG13766
FBpp0078959	FBgn0031834	CG13766
FBpp0070823	FBgn0029824	CG3726
FBpp0309797	FBgn0029824	CG3726
FBpp0075437	FBgn0036441	CG13476
FBpp0290240	FBgn0052181	CG32181
FBpp0079343	FBgn0032069	LManVI
FBpp0086024	FBgn0034271	Vps50
FBpp0072964	FBgn0053160	CG33160
FBpp0079863	FBgn0026391	Or33b
FBpp0308846	FBgn0032090	CG9582
FBpp0079379	FBgn0032090	CG9582
FBpp0080140	FBgn0028920	CG8997
FBpp0310262	FBgn0028920	CG8997
FBpp0079617	FBgn0027052	STUB1
FBpp0070606	FBgn0000221	brn
FBpp0304906	FBgn0259986	nab
FBpp0291243	FBgn0259986	nab
FBpp0291242	FBgn0259986	nab
FBpp0077235	FBgn0031561	IM33
FBpp0311679	FBgn0031561	IM33
FBpp0304453	FBgn0035793	CG7546
FBpp0293610	FBgn0035793	CG7546
FBpp0288464	FBgn0035793	CG7546
FBpp0288465	FBgn0035793	CG7546
FBpp0076505	FBgn0035793	CG7546
FBpp0304452	FBgn0035793	CG7546
FBpp0304451	FBgn0035793	CG7546
FBpp0076506	FBgn0035793	CG7546
FBpp0091091	FBgn0053845	His3:CG33845
FBpp0305563	FBgn0037031	CG11456
FBpp0290095	FBgn0037031	CG11456
FBpp0077922	FBgn0037031	CG11456
FBpp0085850	FBgn0034335	GstE1
FBpp0080317	FBgn0051780	CG31780
FBpp0086101	FBgn0028382	cyp33
FBpp0110325	FBgn0003129	Poxm
FBpp0075821	FBgn0028667	Vha16-3
FBpp0291555	FBgn0028667	Vha16-3
FBpp0089077	FBgn0067782	att-ORFB
FBpp0310480	FBgn0031970	CG7227
FBpp0294025	FBgn0031970	CG7227
FBpp0079173	FBgn0031970	CG7227
FBpp0078187	FBgn0010830	l(3)04053
FBpp0293936	FBgn0262621	CG43145
FBpp0070385	FBgn0003079	Raf
FBpp0310458	FBgn0003079	Raf
